,id,room,grid,speed,accuracy,rssi,lat,lon,lat_user,lon_user
300,595,3M,3,0.0,0.0,0.0,45.06432222,7.656450114,0.0,0.0
301,595,3M,4,0.0,0.0,0.0,45.06431064,7.656484405,0.0,0.0
302,595,3M,5,0.0,0.0,0.0,45.06429905,7.656518696,0.0,0.0
303,595,3M,6,0.0,0.0,0.0,45.06431083,7.656442459,0.0,0.0
304,595,3M,7,0.0,0.0,0.0,45.06429925,7.65647675,0.0,0.0
305,595,3M,8,0.0,0.0,0.0,45.06428766,7.656511041,0.0,0.0
306,567,1M,0,33.0,10013.3,-44.0,45.06443923,7.656615902,45.0646,7.65995
307,567,1M,1,37.09,16.687,-49.0,45.06445021,7.656583389,45.0645,7.65645
308,567,1M,2,33.87,56.129,-45.0,45.064461200000004,7.656550877000001,45.0645,7.65638
309,567,1M,3,34.69,37.925,-50.0,45.06445416,7.656625936,45.0644,7.6566399999999994
310,567,1M,4,35.15,72.816,-52.0,45.06446515,7.6565934239999995,45.0644,7.6565199999999995
311,567,1M,5,32.39,30.34,-52.0,45.06447613,7.656560911000001,45.0644,7.65653
312,567,1M,6,32.48,21.238000000000003,-54.0,45.06446909,7.656635971,45.0644,7.65667
313,567,1M,7,31.45,10013.3,-56.0,45.06448008,7.656603458999999,45.0646,7.65995
314,567,1M,8,33.54,33.374,-51.0,45.06449107,7.656570946,45.0644,7.65675
